Order_ID,Date,City,Product_Name,Category,Quantity,Unit_Price,Total_Sales,Delivery_Time,Customer_Rating,Payment_Mode,Delivery_Type,Seller_Name
1599,14-01-2024,Delhi,Orange 1kg,dairy,2,70,140.0,66,4.5,Card,Express,FarmFresh
1600,21-03-2024,Delhi,Apple 1kg,Dairy,1,60,60.0,38,,upi,express,FreshFarm
1601,08-01-2024,Bengaluru,Curd 500g,Snacks,1,40,40.0,61,N/A,UPI,standard,FreshFarm
1602,04-01-2024,delhi,Namkeen 500g,Fruits,2,100,200.0,71,3.5,upi,express,SnackBox
1603,07-06-2024,delhi,Bread 400g,Dairy,3,100,300.0,46,4.0,cash,Standard,GreenCart
1604,2024/04/01,Mumbai,Orange 1kg,Vegetables,two,85,340.0,62,4.0,UPI,express,BakeHouse
1605,18-05-2024,Banglore,Potato 1kg,Dairy,5,50,250.0,48,4.7,UPI,express,SnackBox
1606,2024/04/03,delhi,Bun 2pcs,Grocery,2,100,200.0,54,3.5,upi,Express,GreenCart
1607,2024-05-29,Mumbai,Bun 2pcs,Vegetables,1,100,100.0,40,4.2,upi,standard,GroceryHub
1608,2024-06-18,delhi,Cookies 300g,Snacks,1,100,100.0,83,4.8,cash,standard,FreshFarm
1609,2024-01-12,delhi,Orange 1kg,Poultry,1,30,30.0,60,4.9,UPI,Standard,FreshFarm
1610,2024/05/08,Delhi,Apple 1kg,Snacks,5,40,200.0,44,N/A,Cash,express,GreenCart
1611,2024-02-02,Pune,Paneer 200g,dairy,4,30,120.0,72,3.5,Cash,Standard,GroceryHub
1612,2024/05/19,Bengaluru,Wheat Flour 1kg,dairy,two,50,100.0,88,4.8,cash,Standard,FreshFarm
1613,02-04-2024,Delhi,Milk 1L,Poultry,2,70,140.0,52,,UPI,Express,GroceryHub
1614,2024-05-09,Delhi,Potato 1kg,Vegetables,two,85,85.0,83,N/A,Cash,Standard,SnackBox
1615,2024-01-03,Banglore,Cookies 300g,Snacks,2,80,160.0,54,4.7,Card,standard,FreshFarm
1616,2024-05-22,Pune,Banana 1dozen,Poultry,,30,60.0,27,4.8,UPI,express,BakeHouse
1617,2024-01-20,Bengaluru,Onion 1kg,dairy,3,40,120.0,65,4.8,Cash,express,BakeHouse
1618,2024-04-05,Jaipur,Cake 500g,grocery,1,50,50.0,76,N/A,Cash,express,BakeHouse
1619,2024-01-20,Delhi,Milk 1L,Dairy,1,100,100.0,54,4.5,UPI,Express,FreshFarm
1620,01-03-2024,Delhi,Apple 1kg,grocery,,80,80.0,82,4.8,cash,Standard,GroceryHub
1621,2024-02-20,Jaipur,Eggs 6pcs,Fruits,4,80,320.0,90,,Card,Express,GreenCart
1622,2024/03/13,Bengaluru,Bread 400g,Snacks,,45,135.0,83,3.5,Cash,Express,BakeHouse
1623,05-01-2024,Banglore,Namkeen 500g,Snacks,5,50,250.0,83,4.9,Card,standard,FreshFarm
1624,2024/01/27,Jaipur,Bread 400g,Snacks,2,40,80.0,45,4.7,upi,Standard,SnackBox
1625,2024-06-10,Delhi,Bread 400g,Vegetables,,55,220.0,50,4.5,upi,standard,FreshFarm
1626,2024/05/14,Pune,Paneer 200g,dairy,5,100,500.0,61,4.0,upi,Standard,SnackBox
1627,2024/01/23,Banglore,Chicken 1kg,Vegetables,4,85,340.0,37,4.9,Card,express,GreenCart
1628,2024-02-01,Jaipur,Paneer 200g,Poultry,two,80,400.0,59,,Cash,Express,GreenCart
1629,2024/06/18,Banglore,Bun 2pcs,Grocery,5,,,72,4.9,UPI,Express,FreshFarm
1630,2024/03/02,Bengaluru,Wheat Flour 1kg,Snacks,5,100,500.0,33,4.5,upi,standard,GreenCart
1631,2024/01/15,Delhi,Orange 1kg,grocery,4,55,220.0,82,4.2,cash,Express,GreenCart
1632,2024/01/08,Bengaluru,Sugar 1kg,Grocery,,45,90.0,63,4.8,Card,express,GroceryHub
1633,2024/05/10,Delhi,Orange 1kg,Vegetables,3,70,210.0,83,4.8,Card,standard,BakeHouse
1634,2024/01/13,Bengaluru,Milk 1L,Vegetables,2,,,35,4.9,Cash,standard,FreshFarm
1635,2024-04-15,Pune,Tomato 1kg,Grocery,1,60,60.0,78,4.5,upi,Express,BakeHouse
1636,06-05-2024,Pune,Potato 1kg,Bakery,1,100,100.0,84,,upi,standard,GroceryHub
1637,2024/05/04,Pune,Chicken 1kg,Grocery,4,60,240.0,47,N/A,UPI,express,GreenCart
1638,2024/04/30,Bengaluru,Paneer 200g,grocery,,60,120.0,46,4.2,upi,Standard,BakeHouse
1639,2024-01-03,Banglore,Cake 500g,dairy,two,50,100.0,33,4.9,UPI,standard,FreshFarm
1640,2024/01/27,Bengaluru,Eggs 6pcs,Bakery,4,45,180.0,85,4.2,Card,Standard,SnackBox
1641,2024/04/24,Bengaluru,Paneer 200g,Dairy,1,30,30.0,38,4.8,cash,standard,BakeHouse
1642,16-05-2024,Delhi,Bread 400g,Fruits,4,70,280.0,48,3.5,cash,express,FarmFresh
1643,2024-02-09,Mumbai,Chips 200g,dairy,4,85,340.0,87,4.8,Cash,express,BakeHouse
1644,2024/03/17,Delhi,Chips 200g,Grocery,1,80,80.0,53,4.0,upi,Standard,BakeHouse
1645,30-05-2024,delhi,Bun 2pcs,Fruits,4,45,180.0,64,N/A,cash,Express,GreenCart
1646,2024-04-19,Bengaluru,Eggs 6pcs,grocery,3,,,58,4.0,upi,express,FarmFresh
1647,10-01-2024,Bengaluru,Wheat Flour 1kg,Vegetables,,50,250.0,34,4.9,Cash,Standard,GroceryHub
1648,2024-02-17,Banglore,Bun 2pcs,Grocery,3,70,210.0,57,,upi,Express,SnackBox
1649,2024/01/11,delhi,Banana 1dozen,Vegetables,,,,72,3.5,Card,Express,FreshFarm
1650,2024-02-06,Delhi,Milk 1L,Snacks,two,80,240.0,84,4.5,Card,express,SnackBox
1651,2024-04-15,Banglore,Apple 1kg,Dairy,two,100,400.0,56,4.5,cash,Standard,SnackBox
1652,2024-02-05,Delhi,Curd 500g,Grocery,2,40,80.0,90,,Cash,express,FarmFresh
1653,19-02-2024,Pune,Cake 500g,dairy,two,50,200.0,81,,UPI,Standard,GroceryHub
1654,2024/02/09,Jaipur,Orange 1kg,grocery,2,50,100.0,76,4.7,UPI,express,FarmFresh
1655,2024-05-21,Bengaluru,Banana 1dozen,Fruits,3,,,32,3.5,upi,standard,FarmFresh
1656,2024-03-22,Jaipur,Sugar 1kg,dairy,1,50,50.0,65,4.0,Card,express,BakeHouse
1657,07-02-2024,Banglore,Namkeen 500g,Poultry,,55,220.0,59,4.9,UPI,Express,FreshFarm
1658,2024-01-22,Pune,Eggs 6pcs,Dairy,4,70,280.0,47,4.0,cash,standard,GroceryHub
1659,2024/04/03,Banglore,Bun 2pcs,Vegetables,,70,70.0,66,4.5,cash,express,FarmFresh
1660,2024/04/05,Pune,Paneer 200g,Vegetables,4,100,400.0,27,4.5,UPI,express,GreenCart
1661,2024/06/04,delhi,Namkeen 500g,Dairy,,45,90.0,60,N/A,UPI,Standard,FreshFarm
1662,2024/02/04,Delhi,Paneer 200g,Grocery,two,70,140.0,38,3.5,cash,Express,FreshFarm
1663,29-04-2024,Mumbai,Onion 1kg,grocery,1,60,60.0,68,4.5,Cash,Express,GroceryHub
1664,2024/03/31,Banglore,Bread 400g,Grocery,2,70,140.0,78,4.2,Card,express,GreenCart
1665,24-04-2024,Pune,Banana 1dozen,Vegetables,two,100,500.0,36,4.0,UPI,Express,GroceryHub
1666,2024-05-10,Pune,Apple 1kg,Grocery,two,40,120.0,25,,Card,express,GreenCart
1667,2024-06-09,Delhi,Milk 1L,Fruits,4,55,220.0,60,3.5,Card,Standard,GreenCart
1668,2024/03/14,Bengaluru,Cookies 300g,Poultry,2,85,170.0,35,4.9,Card,express,GroceryHub
1669,06-05-2024,Jaipur,Potato 1kg,grocery,5,55,275.0,68,4.2,cash,Standard,FreshFarm
1670,2024/02/04,Banglore,Bun 2pcs,Dairy,1,100,100.0,33,4.0,Card,Standard,BakeHouse
1671,2024/03/02,Banglore,Bread 400g,Snacks,3,70,210.0,86,4.7,UPI,standard,BakeHouse
1672,2024-04-16,Delhi,Cookies 300g,Fruits,3,55,165.0,52,3.5,UPI,standard,GreenCart
1673,23-06-2024,Banglore,Curd 500g,Vegetables,,55,110.0,61,N/A,upi,Express,BakeHouse
1674,30-04-2024,Bengaluru,Curd 500g,Dairy,3,80,240.0,31,4.9,upi,standard,FarmFresh
1675,2024-05-23,Pune,Potato 1kg,Bakery,,70,210.0,39,4.2,cash,Express,GreenCart
1676,22-01-2024,Pune,Bread 400g,grocery,5,30,150.0,45,N/A,UPI,Express,SnackBox
1677,31-01-2024,Delhi,Wheat Flour 1kg,Grocery,two,30,90.0,49,4.0,UPI,Standard,FreshFarm
1678,2024-06-08,Jaipur,Chips 200g,grocery,3,40,120.0,51,4.8,UPI,Express,SnackBox
1679,11-05-2024,Delhi,Orange 1kg,Vegetables,2,70,140.0,83,4.9,Card,standard,FarmFresh
1680,2024/02/19,Jaipur,Bun 2pcs,Dairy,5,30,150.0,64,4.2,UPI,standard,GroceryHub
1681,2024/05/22,Banglore,Bread 400g,grocery,3,85,255.0,40,N/A,UPI,standard,SnackBox
1682,17-05-2024,delhi,Wheat Flour 1kg,Grocery,two,70,70.0,34,4.0,cash,Express,BakeHouse
1683,06-06-2024,Banglore,Namkeen 500g,Bakery,1,50,50.0,30,4.2,Card,standard,GreenCart
1684,25-05-2024,delhi,Potato 1kg,Vegetables,2,60,120.0,84,4.5,UPI,Express,BakeHouse
1685,24-01-2024,Pune,Onion 1kg,Fruits,4,85,340.0,25,4.9,UPI,standard,FarmFresh
1686,2024-06-25,Bengaluru,Milk 1L,grocery,,100,400.0,49,N/A,Cash,Express,BakeHouse
1687,22-06-2024,Jaipur,Paneer 200g,Snacks,5,45,225.0,34,3.5,UPI,Standard,BakeHouse
1688,2024-05-16,Mumbai,Namkeen 500g,Poultry,1,40,40.0,33,,cash,Express,GreenCart
1689,2024-02-25,delhi,Eggs 6pcs,Fruits,4,50,200.0,76,4.8,Cash,Standard,GroceryHub
1690,2024/05/05,Mumbai,Orange 1kg,Bakery,,60,240.0,85,4.9,Card,Express,FarmFresh
1691,2024/02/06,Jaipur,Chips 200g,Grocery,4,85,340.0,64,N/A,cash,standard,GroceryHub
1692,2024/06/26,Delhi,Chicken 1kg,Poultry,3,100,300.0,73,4.7,Card,Standard,FreshFarm
1693,2024-03-31,delhi,Cookies 300g,Snacks,1,,,60,4.2,upi,express,FreshFarm
1694,2024-06-05,Jaipur,Bread 400g,Fruits,2,100,200.0,47,4.8,upi,standard,BakeHouse
1695,2024-03-30,Mumbai,Namkeen 500g,Dairy,4,45,180.0,74,4.2,Cash,Express,FreshFarm
1696,2024/03/08,delhi,Milk 1L,Vegetables,2,60,120.0,34,4.5,UPI,standard,GreenCart
1697,08-06-2024,Mumbai,Bun 2pcs,Vegetables,4,70,280.0,42,4.0,Cash,Standard,SnackBox
1698,2024-06-20,Delhi,Cookies 300g,Vegetables,,60,120.0,52,4.5,upi,Standard,SnackBox
1699,2024-04-18,Pune,Bread 400g,dairy,4,60,240.0,25,4.0,cash,Standard,FarmFresh
1700,2024/01/28,delhi,Chips 200g,Bakery,,80,320.0,89,4.7,UPI,Standard,GreenCart
1701,2024-04-06,Pune,Onion 1kg,Dairy,two,30,60.0,88,4.0,upi,Standard,FarmFresh
1702,04-06-2024,Banglore,Banana 1dozen,Vegetables,5,100,500.0,75,4.2,upi,Express,BakeHouse
1703,2024/03/08,Delhi,Banana 1dozen,Snacks,,70,70.0,69,4.7,cash,express,SnackBox
1704,2024-05-30,Bengaluru,Orange 1kg,Dairy,3,85,255.0,72,4.7,UPI,standard,FreshFarm
1705,06-02-2024,Mumbai,Cookies 300g,Vegetables,2,40,80.0,81,,Cash,Standard,GreenCart
1706,2024/06/13,delhi,Chips 200g,grocery,1,80,80.0,38,4.8,cash,Standard,FarmFresh
1707,15-04-2024,Jaipur,Paneer 200g,Snacks,1,45,45.0,28,4.5,upi,Express,SnackBox
1708,2024/04/22,Delhi,Bun 2pcs,Vegetables,4,40,160.0,26,4.2,upi,standard,GreenCart
1709,2024/05/17,Mumbai,Onion 1kg,Poultry,,60,240.0,89,4.8,Card,express,SnackBox
1710,2024/05/22,Pune,Cake 500g,grocery,3,50,150.0,41,3.5,upi,express,FreshFarm
1711,2024/03/01,Mumbai,Orange 1kg,Poultry,4,50,200.0,73,4.7,Card,Express,GreenCart
1712,08-05-2024,Delhi,Wheat Flour 1kg,Vegetables,two,100,300.0,53,4.9,Card,express,FreshFarm
1713,2024-03-13,Bengaluru,Onion 1kg,Grocery,2,,,78,N/A,upi,Express,FarmFresh
1714,2024-03-14,Jaipur,Chicken 1kg,dairy,two,100,500.0,77,3.5,UPI,Express,GroceryHub
1715,2024/02/27,Delhi,Eggs 6pcs,Fruits,3,,,52,4.2,Cash,Express,FarmFresh
1716,2024-05-16,Delhi,Chips 200g,Fruits,4,100,400.0,39,4.7,upi,standard,FreshFarm
1717,2024/06/19,Banglore,Cake 500g,Poultry,3,60,180.0,83,3.5,cash,Express,FreshFarm
1718,2024-02-11,Bengaluru,Wheat Flour 1kg,dairy,5,60,300.0,68,4.8,UPI,Express,BakeHouse
1719,25-05-2024,Delhi,Rice 1kg,Fruits,3,80,240.0,67,4.9,cash,standard,FreshFarm
1720,01-06-2024,Bengaluru,Cake 500g,Vegetables,3,50,150.0,47,3.5,UPI,standard,FreshFarm
1721,2024-04-13,delhi,Banana 1dozen,Poultry,5,30,150.0,80,4.2,Cash,standard,FarmFresh
1722,08-03-2024,Jaipur,Onion 1kg,Poultry,5,55,275.0,59,4.0,upi,Standard,SnackBox
1723,04-06-2024,Pune,Bread 400g,Snacks,,50,50.0,79,4.8,UPI,Standard,GreenCart
1724,2024/03/26,delhi,Chips 200g,dairy,two,30,150.0,49,3.5,Cash,Express,FreshFarm
1725,2024/06/23,Bengaluru,Orange 1kg,Vegetables,3,70,210.0,41,4.8,upi,standard,GroceryHub
1726,2024-06-06,Banglore,Eggs 6pcs,Fruits,two,45,90.0,37,N/A,cash,standard,BakeHouse
1727,2024-02-26,Banglore,Chicken 1kg,Grocery,5,40,200.0,36,,upi,Express,BakeHouse
1728,2024/03/26,Bengaluru,Bread 400g,Snacks,two,60,60.0,27,4.7,upi,standard,GroceryHub
1729,2024/05/12,Delhi,Bun 2pcs,Poultry,,60,180.0,35,4.8,Cash,Standard,GroceryHub
1730,2024-01-10,Jaipur,Tomato 1kg,Poultry,3,85,255.0,61,3.5,upi,standard,BakeHouse
1731,2024/02/13,Delhi,Cake 500g,Grocery,5,60,300.0,31,N/A,UPI,Express,FarmFresh
1732,04-02-2024,Banglore,Chicken 1kg,Poultry,two,60,180.0,85,4.8,cash,Express,FarmFresh
1733,2024-03-18,Pune,Cake 500g,Grocery,2,85,170.0,34,,Cash,express,GroceryHub
1734,2024/03/07,Delhi,Milk 1L,dairy,5,85,425.0,55,4.9,UPI,Express,GreenCart
1735,27-03-2024,delhi,Chicken 1kg,Dairy,,50,100.0,90,4.2,Cash,Express,BakeHouse
1736,2024/03/24,Jaipur,Bun 2pcs,dairy,3,40,120.0,45,4.8,Cash,Standard,FreshFarm
1737,2024-06-19,Pune,Eggs 6pcs,Bakery,1,,,85,,Cash,express,FarmFresh
1738,2024-04-06,Bengaluru,Bun 2pcs,dairy,3,30,90.0,34,4.8,cash,standard,FarmFresh
1739,2024-06-15,Bengaluru,Onion 1kg,grocery,4,80,320.0,60,4.5,upi,express,GreenCart
1740,03-06-2024,Banglore,Tomato 1kg,grocery,,100,200.0,86,4.0,UPI,express,BakeHouse
1741,26-02-2024,delhi,Milk 1L,Snacks,5,100,500.0,77,,cash,Express,GreenCart
1742,2024-04-03,delhi,Onion 1kg,Grocery,5,30,150.0,28,4.8,upi,Express,FreshFarm
1743,22-04-2024,Jaipur,Onion 1kg,grocery,1,40,40.0,90,N/A,upi,express,GroceryHub
1744,2024/05/19,Delhi,Cookies 300g,dairy,5,100,500.0,43,4.7,UPI,express,FreshFarm
1745,13-05-2024,Pune,Potato 1kg,Poultry,1,100,100.0,28,4.0,upi,standard,GroceryHub
1746,15-04-2024,Banglore,Potato 1kg,Bakery,two,30,120.0,60,3.5,Cash,express,FreshFarm
1747,17-05-2024,Pune,Curd 500g,dairy,5,80,400.0,51,4.2,cash,Express,BakeHouse
1748,2024/03/08,Delhi,Namkeen 500g,Snacks,3,100,300.0,81,4.7,upi,Standard,FarmFresh
1749,2024/06/25,Bengaluru,Bread 400g,Vegetables,1,50,50.0,77,4.9,Card,express,FreshFarm
1750,2024/04/26,Jaipur,Curd 500g,grocery,,30,30.0,32,,UPI,standard,FarmFresh
1751,19-04-2024,Pune,Bun 2pcs,Grocery,,45,180.0,87,,UPI,Express,FreshFarm
1752,20-06-2024,Pune,Chips 200g,Grocery,2,50,100.0,27,4.7,UPI,standard,SnackBox
1753,2024-06-12,Jaipur,Curd 500g,Dairy,3,50,150.0,56,4.2,upi,standard,SnackBox
1754,2024-04-30,Delhi,Paneer 200g,Bakery,4,50,200.0,35,4.7,Cash,express,FreshFarm
1755,2024-05-17,Bengaluru,Potato 1kg,Snacks,3,40,120.0,66,4.9,upi,standard,GroceryHub
1756,16-05-2024,Banglore,Wheat Flour 1kg,Poultry,,60,300.0,56,4.7,Cash,standard,FreshFarm
1757,2024-06-03,Bengaluru,Bun 2pcs,Snacks,4,30,120.0,63,,upi,Express,GroceryHub
1758,2024-06-27,Pune,Potato 1kg,grocery,two,60,300.0,46,4.8,UPI,Express,BakeHouse
1759,10-02-2024,Jaipur,Cake 500g,Dairy,,45,135.0,78,4.7,UPI,express,SnackBox
1760,2024/03/04,delhi,Cake 500g,grocery,5,80,400.0,86,,Cash,express,GroceryHub
1761,06-04-2024,Delhi,Rice 1kg,grocery,5,45,225.0,51,,UPI,Standard,GroceryHub
1762,22-05-2024,Mumbai,Paneer 200g,Fruits,4,100,400.0,71,3.5,Cash,Standard,FreshFarm
1763,29-02-2024,Bengaluru,Rice 1kg,Grocery,2,30,60.0,66,4.7,cash,Standard,BakeHouse
1764,18-02-2024,Delhi,Tomato 1kg,Grocery,4,55,220.0,25,4.5,cash,standard,GroceryHub
1765,05-02-2024,Bengaluru,Chips 200g,Dairy,5,45,225.0,25,4.9,Cash,Express,SnackBox
1766,12-02-2024,Delhi,Chips 200g,Vegetables,two,100,200.0,63,N/A,cash,express,FreshFarm
1767,2024-05-21,Mumbai,Onion 1kg,Bakery,2,45,90.0,52,4.9,upi,express,SnackBox
1768,19-05-2024,Delhi,Namkeen 500g,dairy,4,70,280.0,42,4.0,Card,Standard,FarmFresh
1769,2024-04-14,Jaipur,Wheat Flour 1kg,dairy,1,50,50.0,82,4.7,Card,Express,GroceryHub
1770,2024/02/03,Bengaluru,Curd 500g,dairy,5,80,400.0,26,4.9,Card,Standard,FarmFresh
1771,2024-05-16,Pune,Potato 1kg,Vegetables,3,30,90.0,57,3.5,cash,Standard,GreenCart
1772,01-02-2024,delhi,Potato 1kg,Poultry,,80,400.0,36,,UPI,standard,FreshFarm
1773,2024-01-01,Delhi,Bun 2pcs,dairy,3,,,79,4.7,Cash,express,BakeHouse
1774,2024-03-24,Bengaluru,Curd 500g,Bakery,2,70,140.0,35,4.2,cash,Express,GroceryHub
1775,2024/06/17,delhi,Bun 2pcs,Poultry,,55,110.0,79,4.5,cash,standard,GreenCart
1776,18-04-2024,Mumbai,Paneer 200g,Vegetables,2,30,60.0,60,N/A,UPI,Express,FarmFresh
1777,2024/06/15,Jaipur,Curd 500g,Bakery,,60,300.0,76,4.9,Cash,Express,GroceryHub
1778,13-05-2024,Delhi,Bread 400g,Bakery,2,50,100.0,33,4.2,Card,Standard,GreenCart
1779,20-01-2024,Mumbai,Apple 1kg,dairy,2,,,29,N/A,upi,express,GroceryHub
1780,10-04-2024,Jaipur,Rice 1kg,Vegetables,,40,120.0,27,N/A,cash,Express,GroceryHub
1781,05-02-2024,Bengaluru,Namkeen 500g,Fruits,two,55,220.0,39,4.0,UPI,express,FarmFresh
1782,25-03-2024,Banglore,Chips 200g,Poultry,2,100,200.0,74,4.0,upi,Standard,SnackBox
1783,07-03-2024,Mumbai,Milk 1L,Grocery,4,55,220.0,78,N/A,upi,Standard,SnackBox
1784,16-04-2024,Banglore,Banana 1dozen,grocery,1,60,60.0,33,4.0,UPI,standard,GroceryHub
1785,2024-05-06,Bengaluru,Banana 1dozen,Fruits,3,40,120.0,29,,upi,Standard,SnackBox
1786,2024-06-19,Pune,Tomato 1kg,Fruits,5,70,350.0,88,4.5,Cash,Standard,GreenCart
1787,2024/01/02,Bengaluru,Banana 1dozen,Snacks,4,30,120.0,78,4.2,UPI,standard,GreenCart
1788,2024/03/22,Banglore,Cookies 300g,Poultry,3,80,240.0,78,,cash,Standard,FreshFarm
1789,2024/05/14,Pune,Chips 200g,Snacks,,60,300.0,81,,upi,express,GroceryHub
1790,13-02-2024,Jaipur,Rice 1kg,Bakery,2,,,80,4.5,UPI,Express,GreenCart
1791,2024/05/10,Banglore,Sugar 1kg,dairy,,45,180.0,45,,UPI,Express,FreshFarm
1792,13-05-2024,Pune,Tomato 1kg,Grocery,3,30,90.0,72,4.9,cash,standard,FreshFarm
1793,2024/06/01,Banglore,Potato 1kg,Bakery,1,40,40.0,28,,UPI,Express,GroceryHub
1794,2024-03-22,Delhi,Namkeen 500g,Vegetables,4,60,240.0,77,4.7,upi,Express,GreenCart
1795,18-02-2024,Delhi,Potato 1kg,Grocery,two,85,255.0,45,,cash,standard,GroceryHub
1796,2024/03/18,Jaipur,Milk 1L,Poultry,4,100,400.0,58,4.5,UPI,Express,FreshFarm
1797,2024/06/20,Delhi,Wheat Flour 1kg,Grocery,2,45,90.0,84,4.7,upi,express,SnackBox
1798,17-04-2024,Banglore,Namkeen 500g,Snacks,two,85,340.0,36,4.2,Cash,Express,SnackBox
